id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV2.109 Load 79;LV2.109 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.109;7
LV2.109 Load 56;LV2.109 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 61;LV2.109 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 5;LV2.109 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 22;LV2.109 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 71;LV2.109 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 21;LV2.109 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 54;LV2.109 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 89;LV2.109 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 99;LV2.109 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 15;LV2.109 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 31;LV2.109 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 75;LV2.109 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 97;LV2.109 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 59;LV2.109 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 48;LV2.109 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 87;LV2.109 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 8;LV2.109 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 92;LV2.109 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 38;LV2.109 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 37;LV2.109 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 26;LV2.109 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 28;LV2.109 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 98;LV2.109 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 32;LV2.109 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 63;LV2.109 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 93;LV2.109 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 68;LV2.109 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 19;LV2.109 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 83;LV2.109 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 64;LV2.109 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 27;LV2.109 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 36;LV2.109 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 33;LV2.109 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 91;LV2.109 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.109;7
LV2.109 Load 4;LV2.109 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 43;LV2.109 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 50;LV2.109 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 94;LV2.109 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.109;7
LV2.109 Load 65;LV2.109 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 70;LV2.109 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 57;LV2.109 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 18;LV2.109 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.109;7
LV2.109 Load 55;LV2.109 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.109;7
LV2.109 Load 76;LV2.109 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.109;7
LV2.110 Load 9;LV2.110 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 85;LV2.110 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.110;7
LV2.110 Load 82;LV2.110 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.110;7
LV2.110 Load 52;LV2.110 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 12;LV2.110 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 49;LV2.110 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 10;LV2.110 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 42;LV2.110 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 84;LV2.110 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.110;7
LV2.110 Load 80;LV2.110 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.110;7
LV2.110 Load 7;LV2.110 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 60;LV2.110 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 2;LV2.110 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 45;LV2.110 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 72;LV2.110 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 77;LV2.110 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 11;LV2.110 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 3;LV2.110 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 46;LV2.110 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 40;LV2.110 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 66;LV2.110 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 41;LV2.110 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 62;LV2.110 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 81;LV2.110 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 95;LV2.110 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.110;7
LV2.110 Load 47;LV2.110 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 25;LV2.110 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 53;LV2.110 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 67;LV2.110 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 88;LV2.110 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 14;LV2.110 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 58;LV2.110 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 74;LV2.110 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 1;LV2.110 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 35;LV2.110 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 13;LV2.110 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 34;LV2.110 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.110;7
LV2.110 Load 20;LV2.110 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 39;LV2.110 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 17;LV2.110 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 6;LV2.110 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 69;LV2.110 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 90;LV2.110 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 30;LV2.110 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 78;LV2.110 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 24;LV2.110 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 73;LV2.110 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 96;LV2.110 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 44;LV2.110 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 29;LV2.110 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 16;LV2.110 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 51;LV2.110 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 86;LV2.110 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 23;LV2.110 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 79;LV2.110 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.110;7
LV2.110 Load 56;LV2.110 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 61;LV2.110 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 5;LV2.110 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 22;LV2.110 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 71;LV2.110 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 21;LV2.110 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 54;LV2.110 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 89;LV2.110 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 99;LV2.110 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 15;LV2.110 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 31;LV2.110 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 75;LV2.110 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 97;LV2.110 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 59;LV2.110 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 48;LV2.110 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 87;LV2.110 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 8;LV2.110 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 92;LV2.110 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 38;LV2.110 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 37;LV2.110 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 26;LV2.110 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 28;LV2.110 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 98;LV2.110 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 32;LV2.110 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 63;LV2.110 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 93;LV2.110 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 68;LV2.110 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 19;LV2.110 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 83;LV2.110 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 64;LV2.110 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 27;LV2.110 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 36;LV2.110 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 33;LV2.110 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 91;LV2.110 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.110;7
LV2.110 Load 4;LV2.110 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 43;LV2.110 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 50;LV2.110 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 94;LV2.110 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.110;7
LV2.110 Load 65;LV2.110 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 70;LV2.110 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 57;LV2.110 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 18;LV2.110 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.110;7
LV2.110 Load 55;LV2.110 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.110;7
LV2.110 Load 76;LV2.110 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.110;7
LV2.111 Load 9;LV2.111 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 85;LV2.111 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.111;7
LV2.111 Load 82;LV2.111 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.111;7
LV2.111 Load 52;LV2.111 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 12;LV2.111 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 49;LV2.111 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 10;LV2.111 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 42;LV2.111 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 84;LV2.111 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.111;7
LV2.111 Load 80;LV2.111 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.111;7
LV2.111 Load 7;LV2.111 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 60;LV2.111 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 2;LV2.111 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 45;LV2.111 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 72;LV2.111 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 77;LV2.111 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 11;LV2.111 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 3;LV2.111 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 46;LV2.111 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 40;LV2.111 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 66;LV2.111 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 41;LV2.111 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 62;LV2.111 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 81;LV2.111 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 95;LV2.111 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.111;7
LV2.111 Load 47;LV2.111 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 25;LV2.111 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 53;LV2.111 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 67;LV2.111 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 88;LV2.111 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 14;LV2.111 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 58;LV2.111 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 74;LV2.111 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 1;LV2.111 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 35;LV2.111 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 13;LV2.111 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 34;LV2.111 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.111;7
LV2.111 Load 20;LV2.111 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 39;LV2.111 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 17;LV2.111 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 6;LV2.111 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 69;LV2.111 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 90;LV2.111 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 30;LV2.111 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 78;LV2.111 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 24;LV2.111 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 73;LV2.111 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 96;LV2.111 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 44;LV2.111 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 29;LV2.111 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 16;LV2.111 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 51;LV2.111 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 86;LV2.111 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 23;LV2.111 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 79;LV2.111 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.111;7
LV2.111 Load 56;LV2.111 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 61;LV2.111 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 5;LV2.111 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 22;LV2.111 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 71;LV2.111 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 21;LV2.111 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 54;LV2.111 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 89;LV2.111 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 99;LV2.111 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 15;LV2.111 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 31;LV2.111 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 75;LV2.111 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 97;LV2.111 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 59;LV2.111 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 48;LV2.111 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 87;LV2.111 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 8;LV2.111 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 92;LV2.111 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 38;LV2.111 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 37;LV2.111 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 26;LV2.111 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 28;LV2.111 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 98;LV2.111 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 32;LV2.111 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 63;LV2.111 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 93;LV2.111 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 68;LV2.111 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 19;LV2.111 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 83;LV2.111 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 64;LV2.111 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 27;LV2.111 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 36;LV2.111 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 33;LV2.111 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 91;LV2.111 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.111;7
LV2.111 Load 4;LV2.111 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 43;LV2.111 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 50;LV2.111 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 94;LV2.111 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.111;7
LV2.111 Load 65;LV2.111 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 70;LV2.111 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 57;LV2.111 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 18;LV2.111 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.111;7
LV2.111 Load 55;LV2.111 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.111;7
LV2.111 Load 76;LV2.111 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.111;7
LV2.112 Load 9;LV2.112 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 85;LV2.112 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.112;7
LV2.112 Load 82;LV2.112 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.112;7
LV2.112 Load 52;LV2.112 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 12;LV2.112 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 49;LV2.112 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 10;LV2.112 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 42;LV2.112 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 84;LV2.112 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.112;7
LV2.112 Load 80;LV2.112 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.112;7
LV2.112 Load 7;LV2.112 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 60;LV2.112 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 2;LV2.112 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 45;LV2.112 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 72;LV2.112 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 77;LV2.112 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 11;LV2.112 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 3;LV2.112 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 46;LV2.112 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 40;LV2.112 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 66;LV2.112 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 41;LV2.112 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 62;LV2.112 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 81;LV2.112 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 95;LV2.112 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.112;7
LV2.112 Load 47;LV2.112 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 25;LV2.112 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 53;LV2.112 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 67;LV2.112 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 88;LV2.112 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.112;7
