id;type;vmSetp;vaSetp;vmR;vmMin;vmMax;substation;coordID;subnet;voltLvl
LV1.101 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_10;LV1.101;7
LV1.101 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_11;LV1.101;7
LV1.101 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_11;LV1.101;7
LV1.101 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_12;LV1.101;7
LV1.101 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_13;LV1.101;7
LV1.101 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_13;LV1.101;7
MV1.101 Bus 4_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5564;LV1.101;5
LV1.102 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_14;LV1.102;7
LV1.102 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_15;LV1.102;7
LV1.102 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_15;LV1.102;7
LV1.102 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_16;LV1.102;7
LV1.102 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV1.102;7
LV1.102 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV1.102;7
LV1.102 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV1.102;7
LV1.102 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV1.102;7
LV1.102 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV1.102;7
LV1.102 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_18;LV1.102;7
LV1.102 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_19;LV1.102;7
LV1.102 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_19;LV1.102;7
LV1.102 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_20;LV1.102;7
LV1.102 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_20;LV1.102;7
LV1.102 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_21;LV1.102;7
LV1.102 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_21;LV1.102;7
LV1.102 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_22;LV1.102;7
LV1.102 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_22;LV1.102;7
LV1.102 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_23;LV1.102;7
LV1.102 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_23;LV1.102;7
LV1.102 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_24;LV1.102;7
LV1.102 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_24;LV1.102;7
LV1.102 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_25;LV1.102;7
LV1.102 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_25;LV1.102;7
LV1.102 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_26;LV1.102;7
LV1.102 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_27;LV1.102;7
LV1.102 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_27;LV1.102;7
MV1.101 Bus 5_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5565;LV1.102;5
LV1.103 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_28;LV1.103;7
LV1.103 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_29;LV1.103;7
LV1.103 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_29;LV1.103;7
LV1.103 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_30;LV1.103;7
LV1.103 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV1.103;7
LV1.103 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV1.103;7
LV1.103 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV1.103;7
LV1.103 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV1.103;7
LV1.103 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV1.103;7
LV1.103 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_32;LV1.103;7
LV1.103 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_33;LV1.103;7
LV1.103 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_33;LV1.103;7
LV1.103 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_34;LV1.103;7
LV1.103 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_34;LV1.103;7
LV1.103 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_35;LV1.103;7
LV1.103 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_35;LV1.103;7
LV1.103 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_36;LV1.103;7
LV1.103 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_36;LV1.103;7
LV1.103 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_37;LV1.103;7
LV1.103 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_37;LV1.103;7
LV1.103 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_38;LV1.103;7
LV1.103 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_38;LV1.103;7
LV1.103 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_39;LV1.103;7
LV1.103 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_39;LV1.103;7
LV1.103 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_40;LV1.103;7
LV1.103 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_41;LV1.103;7
LV1.103 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_41;LV1.103;7
MV1.101 Bus 6_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5566;LV1.103;5
LV1.104 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_42;LV1.104;7
LV1.104 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_43;LV1.104;7
LV1.104 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_43;LV1.104;7
LV1.104 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_44;LV1.104;7
LV1.104 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV1.104;7
LV1.104 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV1.104;7
LV1.104 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV1.104;7
LV1.104 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV1.104;7
LV1.104 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV1.104;7
LV1.104 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_46;LV1.104;7
LV1.104 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_47;LV1.104;7
LV1.104 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_47;LV1.104;7
LV1.104 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_48;LV1.104;7
LV1.104 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_48;LV1.104;7
LV1.104 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_49;LV1.104;7
LV1.104 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_49;LV1.104;7
LV1.104 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_50;LV1.104;7
LV1.104 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_50;LV1.104;7
LV1.104 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_51;LV1.104;7
LV1.104 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_51;LV1.104;7
LV1.104 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_52;LV1.104;7
LV1.104 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_52;LV1.104;7
LV1.104 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_53;LV1.104;7
LV1.104 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_53;LV1.104;7
LV1.104 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_54;LV1.104;7
LV1.104 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_55;LV1.104;7
LV1.104 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_55;LV1.104;7
MV1.101 Bus 7_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5567;LV1.104;5
LV1.105 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_56;LV1.105;7
LV1.105 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_57;LV1.105;7
LV1.105 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_57;LV1.105;7
LV1.105 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_58;LV1.105;7
LV1.105 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV1.105;7
LV1.105 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV1.105;7
LV1.105 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV1.105;7
LV1.105 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV1.105;7
LV1.105 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV1.105;7
LV1.105 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_60;LV1.105;7
LV1.105 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_61;LV1.105;7
LV1.105 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_61;LV1.105;7
LV1.105 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_62;LV1.105;7
LV1.105 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_62;LV1.105;7
LV1.105 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_63;LV1.105;7
LV1.105 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_63;LV1.105;7
LV1.105 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_64;LV1.105;7
LV1.105 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_64;LV1.105;7
LV1.105 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_65;LV1.105;7
LV1.105 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_65;LV1.105;7
LV1.105 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_66;LV1.105;7
LV1.105 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_66;LV1.105;7
LV1.105 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_67;LV1.105;7
LV1.105 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_67;LV1.105;7
LV1.105 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_68;LV1.105;7
LV1.105 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_69;LV1.105;7
LV1.105 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_69;LV1.105;7
MV1.101 Bus 19_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5568;LV1.105;5
LV1.106 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_70;LV1.106;7
LV1.106 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_71;LV1.106;7
LV1.106 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_71;LV1.106;7
LV1.106 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_72;LV1.106;7
LV1.106 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_73;LV1.106;7
LV1.106 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_73;LV1.106;7
LV1.106 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_73;LV1.106;7
LV1.106 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_73;LV1.106;7
LV1.106 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_73;LV1.106;7
LV1.106 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_74;LV1.106;7
LV1.106 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_75;LV1.106;7
LV1.106 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_75;LV1.106;7
LV1.106 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_76;LV1.106;7
LV1.106 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_76;LV1.106;7
LV1.106 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_77;LV1.106;7
LV1.106 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_77;LV1.106;7
LV1.106 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_78;LV1.106;7
LV1.106 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_78;LV1.106;7
LV1.106 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_79;LV1.106;7
LV1.106 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_79;LV1.106;7
LV1.106 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_80;LV1.106;7
LV1.106 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_80;LV1.106;7
LV1.106 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_81;LV1.106;7
LV1.106 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_81;LV1.106;7
LV1.106 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_82;LV1.106;7
LV1.106 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_83;LV1.106;7
LV1.106 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_83;LV1.106;7
MV1.101 Bus 20_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5569;LV1.106;5
LV1.107 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_84;LV1.107;7
LV1.107 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_85;LV1.107;7
LV1.107 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_85;LV1.107;7
LV1.107 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_86;LV1.107;7
LV1.107 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV1.107;7
LV1.107 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV1.107;7
LV1.107 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV1.107;7
LV1.107 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV1.107;7
LV1.107 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV1.107;7
LV1.107 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_88;LV1.107;7
LV1.107 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_89;LV1.107;7
LV1.107 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_89;LV1.107;7
LV1.107 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_90;LV1.107;7
LV1.107 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_90;LV1.107;7
LV1.107 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_91;LV1.107;7
LV1.107 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_91;LV1.107;7
LV1.107 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_92;LV1.107;7
LV1.107 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_92;LV1.107;7
LV1.107 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_93;LV1.107;7
LV1.107 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_93;LV1.107;7
LV1.107 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_94;LV1.107;7
LV1.107 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_94;LV1.107;7
LV1.107 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_95;LV1.107;7
LV1.107 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_95;LV1.107;7
LV1.107 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_96;LV1.107;7
LV1.107 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_97;LV1.107;7
LV1.107 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_97;LV1.107;7
MV1.101 Bus 21_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5570;LV1.107;5
LV1.108 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV1.108;7
LV1.108 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_99;LV1.108;7
LV1.108 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_99;LV1.108;7
LV1.108 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_100;LV1.108;7
LV1.108 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV1.108;7
LV1.108 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV1.108;7
LV1.108 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV1.108;7
LV1.108 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV1.108;7
LV1.108 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV1.108;7
LV1.108 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_102;LV1.108;7
LV1.108 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_103;LV1.108;7
LV1.108 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_103;LV1.108;7
LV1.108 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_104;LV1.108;7
LV1.108 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_104;LV1.108;7
LV1.108 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_105;LV1.108;7
LV1.108 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_105;LV1.108;7
LV1.108 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_106;LV1.108;7
LV1.108 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_106;LV1.108;7
LV1.108 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_107;LV1.108;7
LV1.108 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_107;LV1.108;7
LV1.108 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_108;LV1.108;7
LV1.108 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_108;LV1.108;7
LV1.108 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_109;LV1.108;7
LV1.108 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_109;LV1.108;7
LV1.108 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_110;LV1.108;7
LV1.108 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_111;LV1.108;7
LV1.108 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_111;LV1.108;7
MV1.101 Bus 22_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5571;LV1.108;5
LV1.109 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_112;LV1.109;7
LV1.109 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_113;LV1.109;7
LV1.109 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_113;LV1.109;7
LV1.109 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_114;LV1.109;7
LV1.109 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_115;LV1.109;7
LV1.109 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_115;LV1.109;7
LV1.109 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_115;LV1.109;7
LV1.109 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_115;LV1.109;7
LV1.109 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_115;LV1.109;7
LV1.109 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_116;LV1.109;7
LV1.109 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_117;LV1.109;7
LV1.109 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_117;LV1.109;7
LV1.109 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_118;LV1.109;7
LV1.109 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_118;LV1.109;7
LV1.109 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_119;LV1.109;7
LV1.109 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_119;LV1.109;7
LV1.109 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_120;LV1.109;7
LV1.109 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_120;LV1.109;7
LV1.109 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_121;LV1.109;7
LV1.109 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_121;LV1.109;7
LV1.109 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_122;LV1.109;7
LV1.109 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_122;LV1.109;7
LV1.109 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_123;LV1.109;7
LV1.109 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_123;LV1.109;7
LV1.109 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_124;LV1.109;7
LV1.109 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_125;LV1.109;7
LV1.109 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_125;LV1.109;7
MV1.101 Bus 25_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5572;LV1.109;5
LV1.110 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_126;LV1.110;7
LV1.110 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_127;LV1.110;7
LV1.110 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_127;LV1.110;7
LV1.110 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_128;LV1.110;7
LV1.110 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_129;LV1.110;7
LV1.110 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_129;LV1.110;7
LV1.110 Bus 4_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_129;LV1.110;7
LV1.110 Bus 4_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_129;LV1.110;7
LV1.110 Bus 4_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_129;LV1.110;7
LV1.110 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_130;LV1.110;7
LV1.110 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_131;LV1.110;7
LV1.110 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_131;LV1.110;7
LV1.110 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_132;LV1.110;7
