id;x;y;subnet;voltLvl
coord_1327;11.397;53.6155;LV2.109;7
coord_1328;11.3959;53.6281;LV2.109;7
coord_1329;11.3959;53.6275;LV2.109;7
coord_1330;11.3927;53.6201;LV2.109;7
coord_1331;11.397;53.6151;LV2.109;7
coord_1332;11.3974;53.6242;LV2.109;7
coord_1333;11.3974;53.6276;LV2.109;7
coord_1334;11.3953;53.6291;LV2.109;7
coord_1335;11.3977;53.6139;LV2.109;7
coord_1336;11.3927;53.6214;LV2.109;7
coord_1337;11.3978;53.6128;LV2.109;7
coord_1338;11.3974;53.6271;LV2.109;7
coord_1339;11.3978;53.6151;LV2.109;7
coord_1340;11.3932;53.6255;LV2.109;7
coord_1341;11.3934;53.6235;LV2.109;7
coord_1342;11.3974;53.6184;LV2.109;7
coord_1343;11.3974;53.6202;LV2.109;7
coord_1344;11.3927;53.6236;LV2.109;7
coord_1345;11.3974;53.6286;LV2.109;7
coord_1346;11.3927;53.6245;LV2.109;7
coord_1347;11.3973;53.6159;LV2.109;7
coord_1348;11.3927;53.6209;LV2.109;7
coord_1349;11.3959;53.6271;LV2.109;7
coord_1350;11.3932;53.627;LV2.109;7
coord_1351;11.3978;53.6146;LV2.109;7
coord_1352;11.3974;53.6163;LV2.109;7
coord_1353;11.3959;53.6246;LV2.109;7
coord_1354;11.3974;53.6211;LV2.109;7
coord_1355;11.3978;53.6135;LV2.109;7
coord_1356;11.3927;53.6227;LV2.109;7
coord_1357;11.397;53.6147;LV2.109;7
coord_1358;11.3927;53.6218;LV2.109;7
coord_1359;11.3944;53.6281;LV2.109;7
coord_1360;11.3959;53.6226;LV2.109;7
coord_1361;11.3931;53.6281;LV2.109;7
coord_1362;11.3959;53.6286;LV2.109;7
coord_1363;11.3959;53.6217;LV2.109;7
coord_1364;11.3974;53.6266;LV2.109;7
coord_1365;11.3959;53.6231;LV2.109;7
coord_1366;11.3944;53.624;LV2.109;7
coord_1367;11.3959;53.6241;LV2.109;7
coord_1368;11.4131;53.6251;LV2.110;7
coord_1369;11.4133;53.6168;LV2.110;7
coord_1370;11.41;53.6262;LV2.110;7
coord_1371;11.413;53.626;LV2.110;7
coord_1372;11.41;53.6286;LV2.110;7
coord_1373;11.413;53.6269;LV2.110;7
coord_1374;11.4129;53.6297;LV2.110;7
coord_1375;11.41;53.6282;LV2.110;7
coord_1376;11.4083;53.6258;LV2.110;7
coord_1377;11.4083;53.6276;LV2.110;7
coord_1378;11.4129;53.6233;LV2.110;7
coord_1379;11.413;53.6264;LV2.110;7
coord_1380;11.4088;53.6321;LV2.110;7
coord_1381;11.413;53.6216;LV2.110;7
coord_1382;11.4115;53.6257;LV2.110;7
coord_1383;11.409;53.6276;LV2.110;7
coord_1384;11.4101;53.6291;LV2.110;7
coord_1385;11.4129;53.6274;LV2.110;7
coord_1386;11.4087;53.6296;LV2.110;7
coord_1387;11.4114;53.6292;LV2.110;7
coord_1388;11.413;53.6212;LV2.110;7
coord_1389;11.41;53.6271;LV2.110;7
coord_1390;11.4087;53.6286;LV2.110;7
coord_1391;11.41;53.6266;LV2.110;7
coord_1392;11.4133;53.6179;LV2.110;7
coord_1393;11.4083;53.6267;LV2.110;7
coord_1394;11.4115;53.6248;LV2.110;7
coord_1395;11.413;53.6255;LV2.110;7
coord_1396;11.413;53.6242;LV2.110;7
coord_1397;11.413;53.6207;LV2.110;7
coord_1398;11.413;53.6203;LV2.110;7
coord_1399;11.41;53.6257;LV2.110;7
coord_1400;11.4091;53.6281;LV2.110;7
coord_1401;11.413;53.6229;LV2.110;7
coord_1402;11.41;53.6322;LV2.110;7
coord_1403;11.413;53.6292;LV2.110;7
coord_1404;11.4129;53.6287;LV2.110;7
coord_1405;11.4115;53.6297;LV2.110;7
coord_1406;11.4115;53.6272;LV2.110;7
coord_1407;11.4126;53.6175;LV2.110;7
coord_1408;11.4115;53.6302;LV2.110;7
coord_1409;11.413;53.6283;LV2.110;7
coord_1410;11.4133;53.6191;LV2.110;7
coord_1411;11.413;53.6225;LV2.110;7
coord_1412;11.41;53.6306;LV2.110;7
coord_1413;11.4115;53.6287;LV2.110;7
coord_1414;11.41;53.6302;LV2.110;7
coord_1415;11.4126;53.6179;LV2.110;7
coord_1416;11.4088;53.6301;LV2.110;7
coord_1417;11.4101;53.6311;LV2.110;7
coord_1418;11.4083;53.6241;LV2.110;7
coord_1419;11.41;53.6296;LV2.110;7
coord_1420;11.413;53.6317;LV2.110;7
coord_1421;11.4088;53.6312;LV2.110;7
coord_1422;11.4127;53.6171;LV2.110;7
coord_1423;11.4126;53.6191;LV2.110;7
coord_1424;11.4115;53.6317;LV2.110;7
coord_1425;11.4114;53.6311;LV2.110;7
coord_1426;11.4083;53.6236;LV2.110;7
coord_1427;11.4126;53.6187;LV2.110;7
coord_1428;11.413;53.6278;LV2.110;7
coord_1429;11.413;53.6312;LV2.110;7
coord_1430;11.4109;53.6327;LV2.110;7
coord_1431;11.4133;53.6175;LV2.110;7
coord_1432;11.4083;53.625;LV2.110;7
coord_1433;11.4133;53.6164;LV2.110;7
coord_1434;11.413;53.6307;LV2.110;7
coord_1435;11.4134;53.6187;LV2.110;7
coord_1436;11.4088;53.6291;LV2.110;7
coord_1437;11.409;53.6271;LV2.110;7
coord_1438;11.4129;53.622;LV2.110;7
coord_1439;11.413;53.6238;LV2.110;7
coord_1440;11.4083;53.6272;LV2.110;7
coord_1441;11.4129;53.6322;LV2.110;7
coord_1442;11.4083;53.6281;LV2.110;7
coord_1443;11.4129;53.6195;LV2.110;7
coord_1444;11.4083;53.6245;LV2.110;7
coord_1445;11.4115;53.6307;LV2.110;7
coord_1446;11.4088;53.6306;LV2.110;7
coord_1447;11.4134;53.6182;LV2.110;7
coord_1448;11.413;53.6199;LV2.110;7
coord_1449;11.4115;53.6282;LV2.110;7
coord_1450;11.413;53.6247;LV2.110;7
coord_1451;11.4134;53.6171;LV2.110;7
coord_1452;11.4083;53.6263;LV2.110;7
coord_1453;11.4126;53.6183;LV2.110;7
coord_1454;11.4083;53.6254;LV2.110;7
coord_1455;11.41;53.6317;LV2.110;7
coord_1456;11.4115;53.6262;LV2.110;7
coord_1457;11.4087;53.6317;LV2.110;7
coord_1458;11.4115;53.6322;LV2.110;7
coord_1459;11.4115;53.6253;LV2.110;7
coord_1460;11.413;53.6302;LV2.110;7
coord_1461;11.4115;53.6267;LV2.110;7
coord_1462;11.41;53.6276;LV2.110;7
coord_1463;11.4115;53.6277;LV2.110;7
coord_1464;11.4158;53.6349;LV2.111;7
coord_1465;11.4161;53.6266;LV2.111;7
coord_1466;11.4128;53.636;LV2.111;7
coord_1467;11.4157;53.6358;LV2.111;7
coord_1468;11.4127;53.6385;LV2.111;7
coord_1469;11.4157;53.6367;LV2.111;7
coord_1470;11.4157;53.6396;LV2.111;7
coord_1471;11.4127;53.638;LV2.111;7
coord_1472;11.411;53.6357;LV2.111;7
coord_1473;11.411;53.6375;LV2.111;7
coord_1474;11.4157;53.6332;LV2.111;7
coord_1475;11.4157;53.6363;LV2.111;7
coord_1476;11.4115;53.642;LV2.111;7
coord_1477;11.4157;53.6314;LV2.111;7
coord_1478;11.4142;53.6355;LV2.111;7
coord_1479;11.4117;53.6375;LV2.111;7
coord_1480;11.4128;53.639;LV2.111;7
coord_1481;11.4157;53.6372;LV2.111;7
coord_1482;11.4115;53.6395;LV2.111;7
coord_1483;11.4142;53.639;LV2.111;7
coord_1484;11.4157;53.631;LV2.111;7
coord_1485;11.4127;53.637;LV2.111;7
coord_1486;11.4114;53.6385;LV2.111;7
coord_1487;11.4127;53.6365;LV2.111;7
coord_1488;11.4161;53.6277;LV2.111;7
coord_1489;11.411;53.6365;LV2.111;7
coord_1490;11.4142;53.6347;LV2.111;7
coord_1491;11.4157;53.6354;LV2.111;7
coord_1492;11.4157;53.6341;LV2.111;7
coord_1493;11.4157;53.6306;LV2.111;7
coord_1494;11.4157;53.6302;LV2.111;7
coord_1495;11.4128;53.6355;LV2.111;7
coord_1496;11.4118;53.638;LV2.111;7
coord_1497;11.4157;53.6327;LV2.111;7
coord_1498;11.4128;53.642;LV2.111;7
coord_1499;11.4157;53.6391;LV2.111;7
coord_1500;11.4157;53.6386;LV2.111;7
coord_1501;11.4143;53.6395;LV2.111;7
coord_1502;11.4142;53.637;LV2.111;7
coord_1503;11.4153;53.6273;LV2.111;7
coord_1504;11.4142;53.64;LV2.111;7
coord_1505;11.4158;53.6382;LV2.111;7
coord_1506;11.416;53.629;LV2.111;7
coord_1507;11.4157;53.6323;LV2.111;7
coord_1508;11.4127;53.6405;LV2.111;7
coord_1509;11.4142;53.6385;LV2.111;7
coord_1510;11.4128;53.64;LV2.111;7
coord_1511;11.4153;53.6277;LV2.111;7
coord_1512;11.4115;53.64;LV2.111;7
coord_1513;11.4128;53.641;LV2.111;7
coord_1514;11.411;53.6339;LV2.111;7
coord_1515;11.4128;53.6395;LV2.111;7
coord_1516;11.4157;53.6415;LV2.111;7
coord_1517;11.4115;53.641;LV2.111;7
coord_1518;11.4154;53.627;LV2.111;7
coord_1519;11.4154;53.6289;LV2.111;7
coord_1520;11.4142;53.6415;LV2.111;7
coord_1521;11.4142;53.641;LV2.111;7
coord_1522;11.411;53.6335;LV2.111;7
coord_1523;11.4153;53.6285;LV2.111;7
coord_1524;11.4157;53.6377;LV2.111;7
coord_1525;11.4157;53.641;LV2.111;7
coord_1526;11.4136;53.6426;LV2.111;7
coord_1527;11.4161;53.6274;LV2.111;7
coord_1528;11.411;53.6348;LV2.111;7
coord_1529;11.4161;53.6263;LV2.111;7
coord_1530;11.4157;53.6405;LV2.111;7
coord_1531;11.4161;53.6285;LV2.111;7
coord_1532;11.4115;53.639;LV2.111;7
coord_1533;11.4118;53.637;LV2.111;7
coord_1534;11.4157;53.6319;LV2.111;7
coord_1535;11.4157;53.6336;LV2.111;7
coord_1536;11.411;53.637;LV2.111;7
coord_1537;11.4157;53.642;LV2.111;7
coord_1538;11.411;53.638;LV2.111;7
coord_1539;11.4157;53.6293;LV2.111;7
coord_1540;11.411;53.6344;LV2.111;7
coord_1541;11.4142;53.6405;LV2.111;7
coord_1542;11.4115;53.6405;LV2.111;7
coord_1543;11.4161;53.6281;LV2.111;7
coord_1544;11.4157;53.6297;LV2.111;7
coord_1545;11.4142;53.638;LV2.111;7
coord_1546;11.4158;53.6345;LV2.111;7
coord_1547;11.4161;53.627;LV2.111;7
coord_1548;11.411;53.6361;LV2.111;7
coord_1549;11.4153;53.6281;LV2.111;7
coord_1550;11.411;53.6353;LV2.111;7
coord_1551;11.4127;53.6415;LV2.111;7
coord_1552;11.4142;53.636;LV2.111;7
coord_1553;11.4114;53.6415;LV2.111;7
coord_1554;11.4142;53.642;LV2.111;7
coord_1555;11.4142;53.6351;LV2.111;7
coord_1556;11.4157;53.6401;LV2.111;7
coord_1557;11.4142;53.6365;LV2.111;7
coord_1558;11.4127;53.6375;LV2.111;7
coord_1559;11.4142;53.6375;LV2.111;7
coord_1560;11.4163;53.635;LV2.112;7
coord_1561;11.4165;53.6267;LV2.112;7
coord_1562;11.4133;53.6361;LV2.112;7
coord_1563;11.4162;53.6359;LV2.112;7
coord_1564;11.4132;53.6386;LV2.112;7
coord_1565;11.4162;53.6368;LV2.112;7
coord_1566;11.4162;53.6397;LV2.112;7
coord_1567;11.4132;53.6381;LV2.112;7
coord_1568;11.4115;53.6358;LV2.112;7
coord_1569;11.4115;53.6376;LV2.112;7
coord_1570;11.4161;53.6333;LV2.112;7
coord_1571;11.4162;53.6364;LV2.112;7
coord_1572;11.412;53.6421;LV2.112;7
coord_1573;11.4162;53.6315;LV2.112;7
coord_1574;11.4147;53.6356;LV2.112;7
coord_1575;11.4122;53.6376;LV2.112;7
coord_1576;11.4133;53.6391;LV2.112;7
coord_1577;11.4162;53.6373;LV2.112;7
coord_1578;11.412;53.6396;LV2.112;7
coord_1579;11.4147;53.6391;LV2.112;7
coord_1580;11.4162;53.6311;LV2.112;7
coord_1581;11.4132;53.6371;LV2.112;7
coord_1582;11.4119;53.6386;LV2.112;7
coord_1583;11.4132;53.6366;LV2.112;7
coord_1584;11.4165;53.6278;LV2.112;7
coord_1585;11.4115;53.6366;LV2.112;7
coord_1586;11.4147;53.6348;LV2.112;7
coord_1587;11.4162;53.6355;LV2.112;7
coord_1588;11.4162;53.6342;LV2.112;7
coord_1589;11.4162;53.6307;LV2.112;7
coord_1590;11.4162;53.6303;LV2.112;7
coord_1591;11.4133;53.6356;LV2.112;7
coord_1592;11.4123;53.6381;LV2.112;7
coord_1593;11.4162;53.6328;LV2.112;7
coord_1594;11.4132;53.6421;LV2.112;7
coord_1595;11.4162;53.6392;LV2.112;7
coord_1596;11.4162;53.6387;LV2.112;7
coord_1597;11.4147;53.6396;LV2.112;7
coord_1598;11.4147;53.6371;LV2.112;7
coord_1599;11.4158;53.6274;LV2.112;7
coord_1600;11.4147;53.6401;LV2.112;7
coord_1601;11.4162;53.6383;LV2.112;7
coord_1602;11.4165;53.629;LV2.112;7
coord_1603;11.4162;53.6324;LV2.112;7
coord_1604;11.4132;53.6406;LV2.112;7
coord_1605;11.4147;53.6386;LV2.112;7
coord_1606;11.4132;53.6401;LV2.112;7
coord_1607;11.4158;53.6278;LV2.112;7
coord_1608;11.412;53.6401;LV2.112;7
coord_1609;11.4133;53.6411;LV2.112;7
coord_1610;11.4115;53.634;LV2.112;7
coord_1611;11.4132;53.6396;LV2.112;7
coord_1612;11.4162;53.6416;LV2.112;7
coord_1613;11.412;53.6411;LV2.112;7
coord_1614;11.4159;53.6271;LV2.112;7
coord_1615;11.4159;53.629;LV2.112;7
coord_1616;11.4147;53.6416;LV2.112;7
coord_1617;11.4147;53.6411;LV2.112;7
coord_1618;11.4115;53.6336;LV2.112;7
coord_1619;11.4158;53.6286;LV2.112;7
coord_1620;11.4162;53.6378;LV2.112;7
coord_1621;11.4162;53.6411;LV2.112;7
coord_1622;11.4141;53.6427;LV2.112;7
coord_1623;11.4165;53.6275;LV2.112;7
coord_1624;11.4115;53.6349;LV2.112;7
coord_1625;11.4166;53.6264;LV2.112;7
coord_1626;11.4162;53.6406;LV2.112;7
coord_1627;11.4166;53.6286;LV2.112;7
coord_1628;11.412;53.6391;LV2.112;7
coord_1629;11.4123;53.6371;LV2.112;7
coord_1630;11.4162;53.632;LV2.112;7
coord_1631;11.4162;53.6337;LV2.112;7
coord_1632;11.4115;53.6371;LV2.112;7
coord_1633;11.4162;53.6421;LV2.112;7
coord_1634;11.4115;53.6381;LV2.112;7
coord_1635;11.4161;53.6294;LV2.112;7
coord_1636;11.4115;53.6345;LV2.112;7
coord_1637;11.4147;53.6406;LV2.112;7
coord_1638;11.412;53.6406;LV2.112;7
coord_1639;11.4166;53.6282;LV2.112;7
coord_1640;11.4162;53.6298;LV2.112;7
coord_1641;11.4147;53.6381;LV2.112;7
coord_1642;11.4163;53.6346;LV2.112;7
coord_1643;11.4166;53.6271;LV2.112;7
coord_1644;11.4115;53.6362;LV2.112;7
coord_1645;11.4158;53.6282;LV2.112;7
coord_1646;11.4115;53.6354;LV2.112;7
coord_1647;11.4132;53.6416;LV2.112;7
coord_1648;11.4147;53.6361;LV2.112;7
coord_1649;11.4119;53.6416;LV2.112;7
coord_1650;11.4147;53.6421;LV2.112;7
coord_1651;11.4147;53.6352;LV2.112;7
coord_1652;11.4162;53.6402;LV2.112;7
coord_1653;11.4147;53.6366;LV2.112;7
coord_1654;11.4132;53.6376;LV2.112;7
coord_1655;11.4147;53.6376;LV2.112;7
coord_1656;11.4167;53.6351;LV2.113;7
coord_1657;11.4169;53.6268;LV2.113;7
coord_1658;11.4137;53.6362;LV2.113;7
coord_1659;11.4166;53.636;LV2.113;7
coord_1660;11.4136;53.6387;LV2.113;7
coord_1661;11.4166;53.6369;LV2.113;7
coord_1662;11.4166;53.6397;LV2.113;7
coord_1663;11.4136;53.6382;LV2.113;7
coord_1664;11.4119;53.6359;LV2.113;7
coord_1665;11.4119;53.6376;LV2.113;7
coord_1666;11.4165;53.6334;LV2.113;7
coord_1667;11.4166;53.6365;LV2.113;7
coord_1668;11.4124;53.6422;LV2.113;7
coord_1669;11.4166;53.6316;LV2.113;7
coord_1670;11.4151;53.6357;LV2.113;7
coord_1671;11.4126;53.6377;LV2.113;7
coord_1672;11.4137;53.6392;LV2.113;7
coord_1673;11.4166;53.6374;LV2.113;7
coord_1674;11.4124;53.6397;LV2.113;7
coord_1675;11.4151;53.6392;LV2.113;7
coord_1676;11.4166;53.6312;LV2.113;7
coord_1677;11.4136;53.6372;LV2.113;7
coord_1678;11.4123;53.6386;LV2.113;7
coord_1679;11.4136;53.6367;LV2.113;7
coord_1680;11.4169;53.6279;LV2.113;7
coord_1681;11.4119;53.6367;LV2.113;7
coord_1682;11.4151;53.6349;LV2.113;7
coord_1683;11.4166;53.6356;LV2.113;7
coord_1684;11.4166;53.6342;LV2.113;7
coord_1685;11.4166;53.6308;LV2.113;7
coord_1686;11.4166;53.6303;LV2.113;7
coord_1687;11.4137;53.6357;LV2.113;7
coord_1688;11.4127;53.6381;LV2.113;7
coord_1689;11.4166;53.6329;LV2.113;7
coord_1690;11.4136;53.6422;LV2.113;7
coord_1691;11.4166;53.6393;LV2.113;7
coord_1692;11.4166;53.6388;LV2.113;7
coord_1693;11.4151;53.6397;LV2.113;7
coord_1694;11.4151;53.6372;LV2.113;7
coord_1695;11.4162;53.6275;LV2.113;7
coord_1696;11.4151;53.6402;LV2.113;7
coord_1697;11.4166;53.6383;LV2.113;7
coord_1698;11.4169;53.6291;LV2.113;7
coord_1699;11.4166;53.6325;LV2.113;7
coord_1700;11.4136;53.6407;LV2.113;7
coord_1701;11.4151;53.6387;LV2.113;7
coord_1702;11.4136;53.6402;LV2.113;7
coord_1703;11.4162;53.6279;LV2.113;7
coord_1704;11.4124;53.6402;LV2.113;7
coord_1705;11.4137;53.6412;LV2.113;7
coord_1706;11.4119;53.6341;LV2.113;7
coord_1707;11.4136;53.6397;LV2.113;7
coord_1708;11.4166;53.6417;LV2.113;7
coord_1709;11.4124;53.6412;LV2.113;7
coord_1710;11.4163;53.6271;LV2.113;7
coord_1711;11.4163;53.6291;LV2.113;7
coord_1712;11.4151;53.6417;LV2.113;7
coord_1713;11.4151;53.6412;LV2.113;7
coord_1714;11.4119;53.6337;LV2.113;7
coord_1715;11.4162;53.6287;LV2.113;7
coord_1716;11.4166;53.6379;LV2.113;7
coord_1717;11.4166;53.6412;LV2.113;7
coord_1718;11.4145;53.6428;LV2.113;7
coord_1719;11.4169;53.6275;LV2.113;7
coord_1720;11.4119;53.635;LV2.113;7
coord_1721;11.417;53.6264;LV2.113;7
coord_1722;11.4166;53.6407;LV2.113;7
coord_1723;11.417;53.6287;LV2.113;7
coord_1724;11.4124;53.6392;LV2.113;7
coord_1725;11.4127;53.6371;LV2.113;7
coord_1726;11.4166;53.6321;LV2.113;7
coord_1727;11.4166;53.6338;LV2.113;7
coord_1728;11.4119;53.6372;LV2.113;7
coord_1729;11.4166;53.6422;LV2.113;7
coord_1730;11.4119;53.6382;LV2.113;7
coord_1731;11.4165;53.6295;LV2.113;7
coord_1732;11.4119;53.6345;LV2.113;7
coord_1733;11.4151;53.6407;LV2.113;7
coord_1734;11.4124;53.6407;LV2.113;7
coord_1735;11.417;53.6283;LV2.113;7
coord_1736;11.4166;53.6299;LV2.113;7
coord_1737;11.4151;53.6382;LV2.113;7
coord_1738;11.4167;53.6347;LV2.113;7
coord_1739;11.417;53.6272;LV2.113;7
coord_1740;11.4119;53.6363;LV2.113;7
coord_1741;11.4162;53.6283;LV2.113;7
coord_1742;11.4119;53.6354;LV2.113;7
coord_1743;11.4136;53.6417;LV2.113;7
coord_1744;11.4151;53.6362;LV2.113;7
coord_1745;11.4123;53.6417;LV2.113;7
coord_1746;11.4151;53.6422;LV2.113;7
coord_1747;11.4151;53.6353;LV2.113;7
coord_1748;11.4166;53.6402;LV2.113;7
coord_1749;11.4151;53.6367;LV2.113;7
coord_1750;11.4136;53.6377;LV2.113;7
coord_1751;11.4151;53.6377;LV2.113;7
coord_1752;11.4172;53.6352;LV2.114;7
coord_1753;11.4175;53.6269;LV2.114;7
coord_1754;11.4142;53.6363;LV2.114;7
coord_1755;11.4172;53.6361;LV2.114;7
coord_1756;11.4142;53.6388;LV2.114;7
coord_1757;11.4171;53.637;LV2.114;7
coord_1758;11.4171;53.6398;LV2.114;7
coord_1759;11.4142;53.6383;LV2.114;7
coord_1760;11.4124;53.636;LV2.114;7
coord_1761;11.4124;53.6377;LV2.114;7
coord_1762;11.4171;53.6335;LV2.114;7
coord_1763;11.4172;53.6366;LV2.114;7
coord_1764;11.4129;53.6423;LV2.114;7
coord_1765;11.4172;53.6317;LV2.114;7
coord_1766;11.4156;53.6358;LV2.114;7
coord_1767;11.4132;53.6378;LV2.114;7
coord_1768;11.4142;53.6393;LV2.114;7
coord_1769;11.4171;53.6375;LV2.114;7
coord_1770;11.4129;53.6398;LV2.114;7
coord_1771;11.4156;53.6393;LV2.114;7
coord_1772;11.4171;53.6313;LV2.114;7
coord_1773;11.4142;53.6373;LV2.114;7
coord_1774;11.4128;53.6387;LV2.114;7
coord_1775;11.4142;53.6368;LV2.114;7
coord_1776;11.4175;53.628;LV2.114;7
coord_1777;11.4124;53.6368;LV2.114;7
coord_1778;11.4157;53.635;LV2.114;7
coord_1779;11.4171;53.6357;LV2.114;7
coord_1780;11.4171;53.6343;LV2.114;7
coord_1781;11.4172;53.6309;LV2.114;7
coord_1782;11.4172;53.6304;LV2.114;7
coord_1783;11.4142;53.6358;LV2.114;7
coord_1784;11.4133;53.6382;LV2.114;7
coord_1785;11.4172;53.633;LV2.114;7
coord_1786;11.4142;53.6423;LV2.114;7
coord_1787;11.4172;53.6394;LV2.114;7
coord_1788;11.4171;53.6389;LV2.114;7
coord_1789;11.4157;53.6398;LV2.114;7
coord_1790;11.4157;53.6373;LV2.114;7
coord_1791;11.4168;53.6276;LV2.114;7
coord_1792;11.4157;53.6403;LV2.114;7
coord_1793;11.4172;53.6384;LV2.114;7
coord_1794;11.4175;53.6292;LV2.114;7
coord_1795;11.4172;53.6326;LV2.114;7
coord_1796;11.4142;53.6408;LV2.114;7
coord_1797;11.4156;53.6388;LV2.114;7
coord_1798;11.4142;53.6403;LV2.114;7
coord_1799;11.4168;53.628;LV2.114;7
coord_1800;11.413;53.6403;LV2.114;7
coord_1801;11.4143;53.6413;LV2.114;7
coord_1802;11.4125;53.6342;LV2.114;7
coord_1803;11.4142;53.6398;LV2.114;7
coord_1804;11.4171;53.6418;LV2.114;7
coord_1805;11.413;53.6413;LV2.114;7
coord_1806;11.4168;53.6272;LV2.114;7
coord_1807;11.4168;53.6292;LV2.114;7
coord_1808;11.4156;53.6418;LV2.114;7
coord_1809;11.4156;53.6413;LV2.114;7
coord_1810;11.4124;53.6338;LV2.114;7
coord_1811;11.4167;53.6288;LV2.114;7
coord_1812;11.4171;53.638;LV2.114;7
coord_1813;11.4172;53.6413;LV2.114;7
coord_1814;11.415;53.6429;LV2.114;7
coord_1815;11.4175;53.6276;LV2.114;7
coord_1816;11.4125;53.6351;LV2.114;7
coord_1817;11.4175;53.6265;LV2.114;7
coord_1818;11.4172;53.6408;LV2.114;7
coord_1819;11.4175;53.6288;LV2.114;7
coord_1820;11.413;53.6393;LV2.114;7
coord_1821;11.4132;53.6372;LV2.114;7
coord_1822;11.4171;53.6322;LV2.114;7
coord_1823;11.4172;53.6339;LV2.114;7
coord_1824;11.4124;53.6373;LV2.114;7
coord_1825;11.4171;53.6423;LV2.114;7
coord_1826;11.4125;53.6383;LV2.114;7
coord_1827;11.4171;53.6296;LV2.114;7
coord_1828;11.4124;53.6346;LV2.114;7
coord_1829;11.4157;53.6408;LV2.114;7
coord_1830;11.4129;53.6408;LV2.114;7
coord_1831;11.4176;53.6284;LV2.114;7
coord_1832;11.4172;53.63;LV2.114;7
coord_1833;11.4157;53.6383;LV2.114;7
coord_1834;11.4172;53.6348;LV2.114;7
coord_1835;11.4176;53.6273;LV2.114;7
coord_1836;11.4124;53.6364;LV2.114;7
coord_1837;11.4168;53.6284;LV2.114;7
coord_1838;11.4124;53.6355;LV2.114;7
coord_1839;11.4142;53.6418;LV2.114;7
coord_1840;11.4157;53.6363;LV2.114;7
coord_1841;11.4129;53.6418;LV2.114;7
coord_1842;11.4156;53.6423;LV2.114;7
coord_1843;11.4157;53.6354;LV2.114;7
coord_1844;11.4171;53.6403;LV2.114;7
coord_1845;11.4157;53.6368;LV2.114;7
coord_1846;11.4142;53.6378;LV2.114;7
coord_1847;11.4156;53.6378;LV2.114;7
coord_1848;11.4196;53.6356;LV2.115;7
coord_1849;11.4199;53.6272;LV2.115;7
coord_1850;11.4166;53.6366;LV2.115;7
coord_1851;11.4195;53.6365;LV2.115;7
coord_1852;11.4165;53.6391;LV2.115;7
coord_1853;11.4195;53.6374;LV2.115;7
coord_1854;11.4195;53.6402;LV2.115;7
coord_1855;11.4165;53.6386;LV2.115;7
coord_1856;11.4148;53.6363;LV2.115;7
coord_1857;11.4148;53.6381;LV2.115;7
coord_1858;11.4195;53.6338;LV2.115;7
coord_1859;11.4195;53.6369;LV2.115;7
coord_1860;11.4153;53.6426;LV2.115;7
coord_1861;11.4195;53.632;LV2.115;7
coord_1862;11.418;53.6362;LV2.115;7
coord_1863;11.4155;53.6381;LV2.115;7
coord_1864;11.4166;53.6396;LV2.115;7
coord_1865;11.4195;53.6378;LV2.115;7
coord_1866;11.4153;53.6401;LV2.115;7
coord_1867;11.418;53.6397;LV2.115;7
coord_1868;11.4195;53.6316;LV2.115;7
coord_1869;11.4165;53.6376;LV2.115;7
coord_1870;11.4152;53.6391;LV2.115;7
coord_1871;11.4165;53.6371;LV2.115;7
coord_1872;11.4199;53.6283;LV2.115;7
coord_1873;11.4148;53.6372;LV2.115;7
coord_1874;11.418;53.6353;LV2.115;7
coord_1875;11.4195;53.636;LV2.115;7
coord_1876;11.4195;53.6347;LV2.115;7
coord_1877;11.4195;53.6312;LV2.115;7
coord_1878;11.4195;53.6308;LV2.115;7
coord_1879;11.4166;53.6362;LV2.115;7
coord_1880;11.4156;53.6386;LV2.115;7
coord_1881;11.4195;53.6334;LV2.115;7
coord_1882;11.4166;53.6426;LV2.115;7
coord_1883;11.4195;53.6397;LV2.115;7
coord_1884;11.4195;53.6392;LV2.115;7
coord_1885;11.4181;53.6402;LV2.115;7
coord_1886;11.418;53.6376;LV2.115;7
coord_1887;11.4191;53.628;LV2.115;7
coord_1888;11.418;53.6406;LV2.115;7
coord_1889;11.4196;53.6388;LV2.115;7
coord_1890;11.4199;53.6296;LV2.115;7
coord_1891;11.4195;53.6329;LV2.115;7
coord_1892;11.4165;53.6411;LV2.115;7
coord_1893;11.418;53.6392;LV2.115;7
coord_1894;11.4166;53.6406;LV2.115;7
coord_1895;11.4191;53.6283;LV2.115;7
coord_1896;11.4153;53.6406;LV2.115;7
coord_1897;11.4167;53.6416;LV2.115;7
coord_1898;11.4148;53.6345;LV2.115;7
coord_1899;11.4166;53.6401;LV2.115;7
coord_1900;11.4195;53.6422;LV2.115;7
coord_1901;11.4153;53.6416;LV2.115;7
coord_1902;11.4192;53.6276;LV2.115;7
coord_1903;11.4192;53.6296;LV2.115;7
coord_1904;11.418;53.6421;LV2.115;7
coord_1905;11.418;53.6416;LV2.115;7
coord_1906;11.4148;53.6341;LV2.115;7
coord_1907;11.4191;53.6291;LV2.115;7
coord_1908;11.4195;53.6383;LV2.115;7
coord_1909;11.4195;53.6417;LV2.115;7
coord_1910;11.4174;53.6432;LV2.115;7
coord_1911;11.4199;53.628;LV2.115;7
coord_1912;11.4148;53.6355;LV2.115;7
coord_1913;11.4199;53.6269;LV2.115;7
